#,Label,Predict label,Comment
359,0,0,"lot poor reviews, i'v app years. the secur breach X girlfriend it. that' pass code. i'm tell is. write passwords, letter leav number sign leav to. you write person type device. just opinion though. work perfectli android 6****"
360,0,0,us
361,1,0,It good applic learn english english languag meet peopl world. It save privaci it. We accept neglect peopl disagre passion
362,0,0,"great experience. onli sahr mobil screen, improv secur password connect etx."
363,0,0,veri cool app easi hide privaci app lock good♥♥♡ love app
364,0,0,thank make app laptop mobil connetli microsoft team
365,0,0,user friendli applic
366,0,0,it easi access awesom .it safe
367,0,0,"My favorit onlin shop apps. but ""news"" button contact seller work respond app updat"
368,1,0,get better!!! love progress glad reliable!!
369,0,0,it nice app date We manag account easili and privaci provid awesom
370,0,0,us enjoi app
371,0,0,interest app
372,0,0,it easi use.
373,0,0,"such brilliant app , glad merger,"
374,0,0,"the app work fine. twitter superb donald trump' nonsense. what fun watch implode, first-hand real time. trump damag countri twitter account deactiv ground nation secur then, parti on."
375,0,0,easi
376,0,0,music sound amaz matter devic i'm love security! It app choos access equalizer! love app!
377,0,0,easi access
378,0,0,"easi install, work great far!  love type messag i'm peck phone, occasion messag send twice.  grab pictur phone need plug computer."
379,0,0,app view notif messag phone laptop...
380,1,0,"good app, excellent, secur protocol photo person correspond profile. app love life"
381,0,0,thi app great microsoft users.
382,0,0,"good app. easi use. how, choos delet pictur transfer phone computer, delet it. folder app creates, (i'm told dev) delet on. transfer photo time. would awesom select lot once. It connect smoothli computer, easi - excel interface."
383,0,0,crash caus flicker app
384,0,1,easi excel
385,0,0,"thi app bugs. If exit app brushing, longer guidanc brush cycle. thi annoi phone else, check text message. the app load slowli crash randomli sometimes. also, why doe IT onli let you connect on toothbrush?? seriously?? also reason screenshot ""can't screenshot secur policy"". why??"
386,1,0,veri unpleas experi app total unreliable. upgrad paid premium membership person profil basic detail chang automatically. updat detail everydai hour detail changed. even repeat complaint custom care servic help. chang secur detail password repeatedli issue. will recommend upgrad paid membership. pathet worst experi ever.
387,0,0,galleri lock app nice app secur featur easi
388,1,0,"i'm googl listen convers track happen fingertip devic link common network i'm thank new relev all, free! googl job show relev feed facebook. As privacy, guess trust googl abus it. huawei catch pretti too. hopefulli bar funni specul reasons. haha.. 😚"
389,0,0,veri program! thumb develop program!!
390,0,0,love app. It easi devic now. thank work microsoft android together.
391,0,1,"unabl chat seller, unabl add friend, total"
392,1,0,"...the batteri detail you want w/ the charg info you need... permiss privaci ~secur -onli in-app purchas ***which test app...  NO fake promis IF A batteri dead... ummmm dead:/ (unless phone rooted) No app chang spec 2 improv life... lastly, My li-ion batteri doesn't take pics-whil upload cloud... why media & wifi permissions? cheer great app"
393,0,0,easiest link iv used.. great stuff microsoft
394,1,0,awesom app. thi app lock gallery. thi privaci
395,0,0,"after update, applic start work normally. mobil data link phone work wi-fi (idk why). but work cool)"
396,0,0,love download microsoft applic me.
397,0,0,the featur app limited... thei standardis version devic cellphon version.... not frequently...
398,1,0,"noth ads. No pick lines, privaci invad ads. don't 
install. report google. total scam."
399,0,0,love this. wheb phone screen black dai access lol. life saver
400,0,0,work great! peopl follow instructions. been multipl devic coupl years. never issue. It suppos to. sync perfectli pixel huawei phone . even blackberri hub support . thi perfect companion app. phone stai pocket desk . all notif laptop .
401,0,0,thi app text laptop.
402,0,0,difficult use.connect lost everytim
403,0,0,good  It chines hope english
404,0,0,So easi separ work person list easili
405,0,0,"i'm run beta window 11 insid gem shone blemishes. for set everything, customize, fox kei hen house... veri danger product lightly. fantast"
406,0,0,"My friend unlock mobil security. times, think mistak time unlock mobile."
407,0,0,So app work great! love fact PC receiv messag phone such.
408,0,0,A have! search nativ feel experi pc+android appl user experienc connect devic microsoft android final happen. us surfac book giant phone pretti (screen mirror control).
409,1,0,crash..ask phone.ident refus start if.denied.
410,0,0,love for. transfer
411,0,0,confusing! what app ad link phone microsoft?!
412,0,0,"great app. but, pleas includ kind file (video, pdf, audio etc.) transfer featur phone & pc."
413,0,0,displai dial pad pc.
414,0,0,great far! been bump i'v rotat screen app resiz screen wonder benefici startup grow busi
415,0,0,app good.
416,0,0,wow... such convini devices...
417,0,1,"english plizz, e-stor nice,"
418,0,0,"have week plus, work great xperia xz1 compact (android 9). some option set menu handi customis privaci control. text base notif appl calendar googl calendar feel i'v dumb phone past, app phone ""smart"" again. thank make great app! there annoi bug - notif plai repetit suppos be. from observ trigger event addit notif addit default one. email app creator details."
419,0,0,share whatsapp
420,0,0,veri
421,1,0,"If interest share profil match ? the peopl visit profil mention preferences. and is, regist web site hav contact profil detail send mail approving. mai share detail thm? where hell custom profil secur here?"
422,0,0,easi
423,0,0,strang newer version galaxi store version releas may. doe MS follow samsung practic push updat privaci issues?! 🤔
424,0,0,greatest lot!
425,0,0,"cannot payment option. even displai ship address intermitt problem, displai all. need bug fix"
426,0,0,addit notebook.
427,0,0,anoth great free app microsoft. still familiar works.
428,0,0,thi amazing! stand friend phone screen locker jesu privaci text friend boyfriend...that brat curio make app  50/10
429,0,0,hope android window featur together!
430,0,0,"better ezbui !!!! ship fee lum together, ezbui time"
431,0,0,it' awesom app qualiti product microsoft
432,0,0,just white screen chines text illustration. the app opens. idea happen work.
433,0,0,It app
434,1,1,"it' search engine. ha good featur tweaking. seem search engines. not bad search engine, person privaci lead competitor. it' good, worth download chang corp own engines."
435,0,0,"it' fast, effective, advanced. the driver tip. spoke employe & paid area place SF offend tip. with free ship handling, risk god happen food you, ect (risky). i'd after, privaci chang app personally."
436,0,0,iknow speak  chins chins ?
437,0,0,"It transfer photos, phone PC"
438,0,0,"while app load useful, suppos radar widget. In regard, load data retri attempt fail time. pleas work amazing, app rain viewer good, glitches. (dvlpr note: samsung a50 w/ android 10++ verizon secur updates)"
439,0,0,"make sure you window share set enabl sync work. If want protect privacy. you turn kei featur requir app work. but app knew that, buri microsoft websit 1hr solution. however, sync, abil copi pictur phone document exception convenient."
440,0,0,"take screenshot board pass, app liter log worst time. the board pass work app 1 minut secur agent, turn phone hand secur agent, board pass app confirm number again. take screenshot case!!"
441,0,0,high level secur nice wallpap set homescreen lockscreen
442,0,0,it' ap.
443,0,0,"work good, tricki setup. If android secur (which should) hiccup initi connect phase. onc that, though, work great."
444,0,0,havnt nice cross platform cell pc
445,0,0,veri thingi
446,0,0,great app easi easi set up. what want?
447,0,0,it good time good good work microsoft
448,0,0,onc set - hard - easi work well. prefer size keyboard messages. be access photo easili helps. thank make
449,0,0,great... us pc phone.. great interact
450,0,0,"i'm this, app amazing!!! clean photo secur camera dark. brought pictur look black dot. brought face out. simpli amazing!!!"
451,0,0,need option pin secur
452,0,0,love now. longer abacu crime. don't why???
453,0,0,"thi softwar extrem good , messag seller fix payment , track item payment, suddenli item appear export store , pai export fee, cancel order request refund , pai reject item transport fee , app reject peopl lose monei , extrem recommend peopl app .."
454,0,0,easi load understand.
455,0,0,love
456,0,0,work great. enjoi PC call respond sms.
457,0,0,easi
458,0,0,It work microsoft!
459,0,0,super app
460,0,0,love puppi wallpap puppy's.and secur app too.
461,0,0,fast useful.
462,1,0,It good helpfulli keep privaci .
463,0,0,veri good pc phone
464,0,0,"start earli good data wifi connection. Ft lauderdale, step work submit. then misinform app secur personnel need wife I. you scan passports. don't hit submit until you have ad OR scan all passports, OR you have TO re-add all previou passports. In end, quicker kiosks."
465,0,0,work amaz app pc
466,0,0,simplifi busi person eas use.
467,0,0,"upload document imag secur softwar updated, data usag option-transf file wi-fi switch off. It show -wate network. pl solv isu asap. yes, dai clear data login workin fine now. thank To the support team"
468,0,0,us app.
469,0,0,access app pc
470,1,0,"app regist email prompt wrong password..nowadai lot email. log purchas inform log in... email suspend permanently, regist email, respons mistake, regist email twice? secur issue. recom app anyone. uninstall."
471,1,0,thi app problem. when click area open malici websit continu instal UC browser. It hang app problem mobile. develop secur peopl check app.
472,0,0,secur breach ~ 11street detect camera
473,0,0,"installation, cancel 85%, comment 
dont english, chinese..pleas languag all.."
474,0,0,instal free item game lol
475,0,0,love place order understand read chines ... help?
476,0,0,useful app
477,0,0,"thi app favorit & worthi star ... recently, channel longer work. technic difficulti upgrade. shame, favorit channel longer accessible. thei channel plai comedi ... there. If channel return, gladli adjust rate stars. As now, detective, sci-fi, suspens music, u.s. comedy."
478,1,0,"want this, collect person data comfort. look pretty, privaci important."
479,0,0,"It cool and, you ye you download IT OR els will come TO your hous and download"
480,0,0,"nice app interface, log account PC log googl account app. i'v email custom servic response. the server crash submit error reports. pleas asap."
481,0,0,thi app perman app mobil pc . nice easi .
482,0,0,after download app. Is easi past. My order direct send seller paid bit higher ship fee. but cheaper.
483,0,0,"bad apps, forc apps...i acces pc version"
484,0,0,veri useful Hi
485,0,0,microsoft smart work .. time fantast .. app also microsoft launcher sm organis Is android user ..
486,0,0,veri app
487,0,0,secur set phone order instal app this. not happen
488,0,0,"when share taobao lite app link default taobao 
app, view product link."
489,0,0,everyth central place place well!! love pull phone PC w/o effort visa versa. :) :)
490,0,0,"window everyth imagination, top reason secur , love microsoft windows, answer calls, anywhere. talent advantages."
491,0,0,app. It phone done.
492,0,0,love it. So easier work done...
493,0,0,the share button work more. pleas
494,0,0,"it' bad wee app. sometim ad pain rs, free develop monei how."
495,0,0,hate evertim adversit me..
496,0,0,realli nice option transfer photo phone laptop
497,0,0,best app student offic user app good servic
498,0,0,thi useful app
499,0,0,veri app
500,0,0,"amazing. A slow, phone, app"
501,0,0,So good. return updat review i'v time acquaint interfac connectivity.
502,0,0,"My reliabl app secur 
stronger hijack ppl troubl 
like me... good work google!"
503,0,0,edit visibl user app develop delet
504,0,0,it great messag access word documents.
505,0,0,"plai background, crash, live channel only? but live channel great. onli 100 downloads?"
506,0,0,ani remov advertisements?
507,1,0,4 stars. A free app appear learn easi intuitive. It requir consider access phone - access phone statu storag - leav question privaci app.
508,0,1,work great love transfer photo phone you.
509,0,0,"mozilla  menu  mozilla privaci  mozilla privaci polici  april 15, 2014  your privaci factor mozilla (that' us) consid develop product services. We commit transpar open. thi mozilla privaci polici explain gener receiv you, it. you read product privaci notic faq respect product services."
510,0,0,thi app secur passwords. love rememb password password screen. thei secur die person incharg estat send death certif access!
511,0,0,easi phone
512,0,0,"want app lock individu app passcod device, perfect. work great, effective, more? It free. If app' privacy, need."
513,0,0,log refund. It email password wrong.
514,0,0,"pl bewar bui furnitur want ship offici logist partner. bought marbl dine tabl subsequ warehous refus accept item, fragile. thi state marbl list item shipped. In scramble, china friend altern shipper, paid 300 rmb extra tabl redelivered."
515,0,0,"complain. A repair fixed. i'm refer make call pc, view send webpag phone browser. these possible."
516,0,0,the app connect easili desktop (win11) laptop (win10) . thi app i'v access phone window devices.
517,0,0,great app. need vip screen view pictur movi
518,0,0,"fake profiles, fake profil fake profiles. girl viber information, open messag ""hey, mingle2."" those peopl hack in, big time! block suspect...but matter fake profil coming. the app' secur support job protect paid subscrib malici attacks. most real women southeast asia. don't femal us...99% scammers."
519,0,1,"hidden secur lock application. becuase, locker hide persnol data photo video etc. It complet secur all. that' why, it. thank you."
520,1,0,"ad view day. email them, privaci invaded, continu intrus ad suggestions. suggest pop open ap invasive, avail. calendar ap. everi updat worse. the text small month, search day, fort forth. If enlarge, lose view calendar, zoom"
521,0,0,love app. when text pop computer. No check phone hear text kei board respond.
522,0,0,it' companion app.
523,0,0,"suppos 2 things, share photo sm computer. after fall updat work accounts. also stupid persist icon drain batteri quickly. thi wait year launch. and crapware. couldn't peopl forc peopl it. uninstall! secur hole phone i'm forc phone."
524,1,0,featur app concern secur information. the tell read microsoft privaci statement phone app. for app design send person data devic expect explan secured. for reason recommend app moment.
525,0,0,easi app
526,0,0,it' &
527,0,0,new updat good. now.
528,0,0,new phone lol
529,0,1,"love microsoft! i'm gonna compani name window 360 4 rooms. If 10, join. on comput room. If 15 15 year old, there. you type love os, then plai want, computer. on work area, work. it' peopl start microsoft microsoft sam. If 20 year old, comput everyone. thi compani partner xbox 360. window 10 knock microsoft company. it' xbox 360 kinect startup."
530,1,0,"thi great application, updat requir account upload data. their respons handl ""constant complaint accident lose data"", baloney. thi applic forcefulli spi sell data. shame you! deleted. anyon remot care privaci stai away."
531,0,0,thi better. excit add features.
532,0,0,It excel user friendly. It transfer files.
533,0,0,good app nice featur window 10 pc users. hope function future.
534,0,0,"dai choos item want, cancel order app. took 7 hour realis anywhere. uninstal"
535,0,0,us thi app
536,0,0,It great app use. love
537,0,0,it' time didnt requir wifi work. both phone pc lte requir connect wifi. (edit) thei abil sync mobil data.
538,1,0,feel experi able. observ virtual machin imag upload also. applic great privaci theft possibl great threat images. share pictur applic mind pictur share also.
539,0,0,easi
540,0,0,"As app concerned, care ur security. it U user aware.  It week late notifi user stagefright virus, & left user instal seper app. instead includ update. veri unprofessional. the reason it, cellfon provider' pkg. well, said now!"
541,0,0,secur app close open app lock.th predict futur friend relative. pl enabl leav paragraph too. connect user bore useless
542,0,0,unabl choos pick design conveni store
543,0,0,easi
544,0,0,easi
545,0,0,tool..
546,0,0,more minimum effort.
547,0,0,typic chines app refus work permiss phone calls.
548,0,0,great easili MS app place.
549,0,0,"perfect. mean, It email recovery. not secur questions. So forget secur questions. type code via email"
550,0,0,"disappoint app pnly chinese. If app use, languag includ english language."
551,0,0,ad entertainment. read spirit response; app again. sorri chang mind. 4 station ads. avaibl stations.
552,0,0,easi setup
553,0,0,link window work galaxi s10e latest version (1.21043.54.0 -- window servic 2.2.01.10). with latest version mm content--imag videos--no longer appear messag screen pc. onli text compon mm appears. note: It turn version 1.21043.54.0 samsung galaxi store. the current version (1.21042.140.0) problem -- mm content appear pc.
554,0,0,"new ssmsung G8 surfac laptop (one month old) run 1809. messag phone button accept phone app ass permiss connect pc, pc sy otherwise. there' button message. even reset PC phone instructions.. doesn't work."
555,0,0,easi set
556,0,0,"great PC users, plan improv view control smart phone screen pc."
557,0,0,easi use. good app.
558,0,0,useful!!!
559,0,0,thi app bridg devic most!!!!
560,0,0,doesnt work. red swirl white background. connect test . 3.6meg connect speed (fast stream 720 vid). app simpli doesnt work
561,0,0,"yeah, pretti handy! let' view send sm messag pc."
562,0,0,veri hous weak network signal. just place phone strong signal leav there.
563,0,0,it' stabl bounc free ad
564,0,0,"can't brows store product store, send previou page, plz"
565,0,0,nice apps....veri
566,0,0,"great app , ."
567,1,0,"the app lot phone permission, access ur phone record manag ur phone call. If refuse, app used. taobao invad privaci order bui item. uninstal 5 min installation."
568,1,0,"the app lot phone permission, access ur phone record manag ur phone call. If refuse, app used. taobao invad privaci order bui item. uninstal 5 min installation."
569,0,0,"So ok, part load perfectli wangwang messag sync desktop."
570,0,0,happi fun
571,0,0,i'll 5 star
572,0,0,easi use.
573,0,0,So good. life easier now. you view photo phone. No send pictur email
574,0,0,"the exist app dumb insulting. when download on piec softwar packag bloatwar ""recommend"" bunch crap requir secur set well."
575,0,0,"No useful, lot function available, wrongli proce sea deliveri late receiv goods."
576,1,0,exel apps.secur privaci individu confidence.
577,1,0,"doesn't security. pop-up upgrad phone phone infect viru playstor make imposs shop leisurely.  the time manag bui something, overcharged. after complain email insist correct send snapshot proof. then stop respond follow up.  So unscrupulous!"
578,0,0,bought august arriv refund
579,0,0,"sync lite account actual taobao app phone number regist one. bui registr phone number. issu deal seller, ask kei phone number ""your phone number used"" , worst, fail cancel phone number regist taobao app, reach lite apps."
580,1,0,cuz privaci call good internet interrupt good
581,0,0,mai subscrib store like? hope problem solv soon.
582,0,0,great app
583,0,1,"not privaci polici term unview app (dure sign up). In addition, websit deem insecur malicious, certif expir 230 dai ago. It process data brazil privaci law slacker oversea data. seem suspicious, download app fix"
584,0,0,top notch googl secur easiest user-friendli function
585,0,0,work incred well. plai game PC huge plus.
586,0,0,love it. access android laptop. excellent!
587,0,0,"awesom app, problem difficult type keyboard regist multipl times. dragging-drop feather file share useful..."
588,0,0,vfhy5r
589,0,0,thi great app work fast switch phone brows switch pc second
590,0,0,time rate twenty-seven app instal try. thi kind. thi wonderful.! i'v useful! time valuabl time need. year ago.
591,0,0,veri cool facil
592,0,0,app
593,0,0,unstopp start run background launch alibaba' applications. just origin taobao app. can't download googl plai store.
